experiment,run_number,status,outcome,turn_count,retry_count,max_turns,latency_ms,tags,summary,last_error,model,temperature,seed,timestamp_utc
schema_validation,11,completed,valid_first_attempt,1,0,10,3090.87,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:38:33Z
schema_validation,12,completed,valid_first_attempt,1,0,10,3040.36,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:38:36Z
schema_validation,13,completed,valid_first_attempt,1,0,10,3030.3,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:38:39Z
schema_validation,14,completed,valid_first_attempt,1,0,10,3075.38,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:38:42Z
schema_validation,15,completed,valid_first_attempt,1,0,10,3054.27,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:38:45Z
schema_validation,16,completed,valid_first_attempt,1,0,10,3053.46,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:38:48Z
schema_validation,17,completed,valid_first_attempt,1,0,10,3120.0,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:38:51Z
schema_validation,18,completed,valid_first_attempt,1,0,10,3257.27,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:38:54Z
schema_validation,19,completed,valid_first_attempt,1,0,10,3353.42,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:38:58Z
schema_validation,20,completed,valid_first_attempt,1,0,10,3125.07,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:01Z
schema_validation,21,completed,valid_first_attempt,1,0,10,3085.97,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:04Z
schema_validation,22,completed,valid_first_attempt,1,0,10,3091.84,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:07Z
schema_validation,23,completed,valid_first_attempt,1,0,10,3087.84,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:10Z
schema_validation,24,completed,valid_first_attempt,1,0,10,3140.09,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:13Z
schema_validation,25,completed,valid_first_attempt,1,0,10,3047.06,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:16Z
schema_validation,26,completed,valid_first_attempt,1,0,10,3041.15,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:19Z
schema_validation,27,completed,valid_first_attempt,1,0,10,3081.67,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:22Z
schema_validation,28,completed,valid_first_attempt,1,0,10,3275.24,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:26Z
schema_validation,29,completed,valid_first_attempt,1,0,10,3935.94,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:29Z
schema_validation,30,completed,valid_first_attempt,1,0,10,3732.98,"[""Furnished Studio"", ""Near SJSU Campus"", ""Walkable Location""]","Furnished studio near SJSU campus, walkable location for students and commuters.",,qwen3:8b,0.0,2974,2026-09-14T07:39:33Z
